资源名称,P2P下载地址
System Center 2012 R2 Virtual Machine Manager (x86 and x64) - DVD (Multiple Languages),ed2k://|file|mu_system_center_2012_r2_virtual_machine_manager_x86_and_x64_dvd_2913737.iso|1333972992|F096CAD9DF3930F9DD5D397A717E409C|/
System Center 2012 R2 Operations Manager (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_system_center_2012_r2_operations_manager_x86_and_x64_dvd_2920213.iso|734644224|D20CC57F1FF8A116CA5E69D340BC720C|/
System Center 2012 Configuration Manager with Service Pack 2 (x86 and x64) - DVD (Multiple Languages),ed2k://|file|mu_system_center_2012_configuration_manager_with_service_pack_2_x86_x64_dvd_6677749.iso|1214425088|FFA2B906FFB04AA67AD68F45C46B9013|/
SQL Server vNext CTP1.3 (x64) - DVD (English),ed2k://|file|en_sql_server_vnext_ctp1.3_x64_dvd_9973931.iso|2074091520|3C5A56346164586A79CDFC7D4B58C5CA|/
System Center 2012 - Unified Installer (x86 and x64) - DVD (English),ed2k://|file|en_system_center_2012_unified_installer_x86_x64_dvd_816309.iso|20260864|85C33A450DD692805D4C24407F426BB3|/
SQL Server Compact 3.5 Service Pack 1 (x86) - (English),ed2k://|file|en_sql_server_compact_35_sp1_x86.msi|2361344|917E3A30A4509C491674AC39A7CAE994|/
SQL Server 6.5 Service Pack 5 (English),ed2k://|file|en_SQL65.SP5.exe|32133080|222EEC24C1517297B846CC08AAC58427|/
SQL Server 2019 Standard (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2019_standard_x64_dvd_2bfe815a.iso|1632086016|893DBEF7DDA20592405163E69E12DF40|/
SQL Server Compact 3.5 Service Pack 1 (x86) - (Chinese-Simplified),ed2k://|file|cn_sql_server_compact_35_sp1_x86.msi|2410496|6A9892604961D72C44ED84A5C25CFCAA|/
System Center 2012 - Operations Manager with Service Pack 1 (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_system_center_2012_operations_manager_with_sp1_x86_x64_dvd_1345558.iso|1121304576|54B4E9FCAADBF82EEE5268BE9FCBC707|/
System Center Data Protection Manager 2007 SP1 (x86) - CD (Chinese-Simplified),ed2k://|file|cn_system_center_data_protection_manager_2007_sp1_x86_cd_x15-30142.iso|283766784|50B7664162606283F6DD1CE4C0F737D9|/
SQL Server 2017 Developer (x64) - DVD (English),ed2k://|file|en_sql_server_2017_developer_x64_dvd_11296168.iso|1546244096|7F2638AA0814B5E30A3BDF9B64009B1B|/
SQL Server 2016 Developer with Service Pack 2 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_developer_with_service_pack_2_x64_dvd_12195013.iso|3217154048|AC379F2A852760E54316A2CDAEFCB42C|/
SQL Server 2016 Enterprise with Service Pack 1 (x64) - DVD (Chinese-Traditional),ed2k://|file|ct_sql_server_2016_enterprise_with_service_pack_1_x64_dvd_9542380.iso|2960183296|E7CC1AFBACA09CE40C9DA53DE0706F16|/
SQL Server 2016 RC 3 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_rc_3_x64_dvd_8566578.iso|2464823296|D648877A38C788E257C4F16AF62029CD|/
SQL Server 2016 RC 2 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_rc_2_x64_dvd_8509357.iso|2451259392|EEB4FE1087DC2D904CF1A07D53801D02|/
SQL Server 2016 RC 1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_rc_1_x64_dvd_8444152.iso|2431055872|50D779A90504F8AF674882E9809FD9E4|/
SQL Server 2016 RC 0 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_rc_0_x64_dvd_8407872.iso|3265734656|ABDD80B0ECCD522A717F72B7C7608D4E|/
SQL Server 2016 Enterprise with Service Pack 1 (x64) - DVD (English),ed2k://|file|en_sql_server_2016_enterprise_with_service_pack_1_x64_dvd_9542382.iso|2716784640|90E12073B504A3A117FFBADF0E6483E2|/
SQL Server 2016 CTP3.2 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_ctp3.2_x64_dvd_8169191.iso|3084263424|0D5A287BC21D119EC337E7791EC339BB|/
SQL Server 2016 CTP3.1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_ctp3.1_x64_dvd_7296364.iso|3056091136|2B2B9AC169B643735FFBD38C9E716B80|/
SQL Server 2016 CTP3 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_ctp3_x64_dvd_7214483.iso|3061182464|B2C03332A9C6E7692F99531637FEAB0A|/
SQL Server 2016 CTP3.3 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_ctp3.3_x64_dvd_8323835.iso|3144218624|426F8DFF39396AA0B9126D32856B23A5|/
SQL Server 2016 Service Pack 1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_service_pack_1_x64_dvd_9542234.iso|922746880|631E3A033399FD987D144429C6D517AF|/
SQL Server 2017 Developer (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2017_developer_x64_dvd_11296175.iso|1769777152|E21AE7C3576C0BDF1BC0ADC541217FAC|/
SQL Server 2016 Enterprise (x64) - DVD (English),ed2k://|file|en_sql_server_2016_enterprise_x64_dvd_8701793.iso|2206040064|27794AA7BAE8C5F6436EC41CAE628F00|/
SQL Server 2014 Enterprise Edition with Service Pack 2 (x86) - DVD (English),ed2k://|file|en_sql_server_2014_enterprise_edition_with_service_pack_2_x86_dvd_8968170.iso|2614827008|F311FFD00A97DCD68D8ADA285713E265|/
SQL Server 2014 Management Studio with Service Pack 2 (x86) - (Chinese-Simplified),ed2k://|file|cn_sql_server_2014_management_studio_with_service_pack_2_x86_9009619.exe|923072024|6E33F0DD74F714A7751C5B525A4DCDF2|/
SQL Server 2016 Enterprise (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2016_enterprise_x64_dvd_8699450.iso|2452795392|D8AFD8D6245F518F53F720C48E2819C0|/
SQL Server 2014 CTP1 (x64) - DVD (English),ed2k://|file|en_sql_server_2014_ctp1_x64_dvd_2361912.iso|3527368704|778C550337A31386FF42C5F71F4D5555|/
SQL Server 2014 Web Edition with Service Pack 1 (x86) - DVD (English),ed2k://|file|en_sql_server_2014_web_edition_with_service_pack_1_x86_dvd_6670145.iso|2582112256|5D4F0069995EA3B35547BCB6DADA74E3|/
SQL Server 2014 Standard Edition with Service Pack 1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2014_standard_edition_with_service_pack_1_x64_dvd_6669986.iso|3472263168|469E6DD08B6DA6BEF97C4F0E25ABEF15|/
SQL Server 2012 Enterprise Edition (x86 and x64) - DVD (English),ed2k://|file|en_sql_server_2012_enterprise_edition_x86_x64_dvd_813294.iso|4509648896|C0C82DA49C0DF5AABD4109EEB1453937|/
SQL Server 2008 R2 Express with Management Tools (x64) - (Chinese-Traditional),ed2k://|file|ct_sql_server_2008_r2_express_with_management_tools_x64.exe|292481376|F29B0DEEC17348884C5DD5B6A4B18301|/
"SQL Server 2008 Enterprise (x86, x64, ia64) - DVD (English)",ed2k://|file|en_sql_server_2008_enterprise_x86_x64_ia64_dvd_x14-89207.iso|3256915968|00E3C4025DB29C15E9B7FC9DC78EDB1A|/
SQL Server 2005 Express Edition with Advanced Services Service Pack 4 (x86) - (English),ed2k://|file|en_sql_server_2005_express_edition_with_advanced_services_service_pack_4_x86.exe|267005792|6300A43BD1D2AECE92D1D48F7F7E3E12|/
SQL Server 2005 Standard Edition - 64-bit Extended - CD2 (Simplified Chinese),ed2k://|file|cs_sql_2005_std_x64_cd2.iso|622227456|13608540E5A380DA597398F0656922DF|/
SQL Server 2000 Workgroup Edition (Simplified Chinese),ed2k://|file|sc_sql_2000_wrkgrp.iso|262135808|28ABBDCFF941E4FFCAE0691B916D3DB5|/
Skype for Business Server 2015 (x64) - DVD (English),ed2k://|file|en_skype_for_business_server_2015_x64_dvd_6622058.iso|1470470144|7334FFFC15D1B99F079AEC4FEE5C69F9|/
SharePoint Server 2016 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sharepoint_server_2016_x64_dvd_8419553.iso|3375892480|15BC3955CC5BB374075BFA48F9670C76|/
Skype for Business Server 2015 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_skype_for_business_server_2015_x64_dvd_6625574.iso|1471102976|46F45324B1AEA8BB6D603D9726C5BEBB|/
SharePoint Server 2010 (x64) - DVD (English),ed2k://|file|en_sharepoint_server_2010_x64_dvd_518634.iso|757901312|A5CCCA1331AD30300A1CEE950293C1F9|/
SharePoint Server 2010 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sharepoint_server_2010_x64_dvd_518573.iso|858816512|8BC408178A3CF9BE5122594D57047321|/
SharePoint Server 2013 with SP1 (x64) - DVD (English),ed2k://|file|en_sharepoint_server_2013_with_sp1_x64_dvd_3823428.iso|2823081984|2FC322DF89E685387F4AD26368457964|/
SharePoint Server 2013 with SP1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sharepoint_server_2013_with_sp1_x64_dvd_3831969.iso|2913843200|BF184FC52F473DDD08944E05D784D118|/
SQL Server 2008 Service Pack 1 (x86) - (Chinese-Simplified),ed2k://|file|cn_sql_server_2008_sp1_x86.exe|281546576|A8DDA768996EC0BA4B0DC598C32D5752|/
Windows Server 2008 R2 HPC Edition (x64) - DVD (English),ed2k://|file|en_windows_server_2008_r2_hpc_x64_dvd_552761.iso|2782734336|5186CEED2B0BB8FEB112E81821BD3CD9|/
SharePoint Server 2007 with Service Pack 2 (x86) - DVD (English),ed2k://|file|en_sharepoint_server_2007_with_sp2_x86_dvd_x16-57176.iso|532201472|9CC3F41E6039358903E0576A5EEC58C3|/
Office SharePoint Portal Server 2003 (Simplified Chinese),ed2k://|file|sc_office_2003_sps.iso|638218240|C13C7B45576FC24210F26A804BFC9B8B|/
Office SharePoint Server 2007 Standard and Enterprise Editions (x86) - DVD (Chinese-Simplified),ed2k://|file|zh-hans_office_sharepoint_server_2007_standard_and_enterprise_edition_x86_dvd_x13-38827.iso|397711360|45944D8F293D876A99EF1B9856E9A75A|/
"SQL Server 2008 R2 Web (x86, x64, ia64) - DVD (Chinese-Simplified)",ed2k://|file|cn_sql_server_2008_r2_web_x86_x64_ia64_dvd_522629.iso|4662884352|E36682BD638B7790F3AD1AAA3D7369FC|/
SQL Server 2012 Web Edition (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_sql_server_2012_web_edition_x86_x64_dvd_813515.iso|5054384128|54CD216C2203F05D071AD57BCE425E11|/
Search Server 2010 Express Beta (x64) - (Chinese-Simplified),ed2k://|file|cn_search_server_2010_express_beta_x64_x16-19296.exe|400372528|F5F70F78A4F306212A98036BA4D627BF|/
Project Server 2010 with Service Pack 1 (x64) - DVD (Chinese-Traditional),ed2k://|file|ct_project_server_2010_with_service_pack_1_x64_dvd_759846.iso|93374464|4006520FB0601529D12E6A985E94DAF2|/
Office Project Server 2007 (Simplified Chinese),ed2k://|file|cn_office_project_server_2007_X13-38794.iso|370161664|ED9723B0E1F6CA00716FB34911A30859|/
Project Server 2010 with Service Pack 1 (x64) - DVD (English),ed2k://|file|en_project_server_2010_with_service_pack_1_x64_dvd_759779.iso|89360384|4549BFBE1C4EF8BAAE9B961961A09F6B|/
Project Server 2010 with Service Pack 1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_project_server_2010_with_service_pack_1_x64_dvd_759840.iso|93366272|6A36FD55F112F440F4FDED9CC802899A|/
Office Web Apps Server 2013 with SP1 (x64) - DVD (English),ed2k://|file|en_office_web_apps_server_2013_with_sp1_x64_dvd_3833121.iso|441450496|2B744941C96E623140D1E5DF6A151AD2|/
Office Web Apps Server 2010 (x64) - DVD (Russian),ed2k://|file|ru_office_web_apps_x64_dvd_517255.iso|212332544|7CF8ADDB4A57AE05892BD5394F5159C7|/
Office Web Apps 2013 (x64) - DVD (English),ed2k://|file|en_office_web_apps_2013_x64_dvd_1123682.iso|404310016|29F571F0207462FE3CEF113B4BD64182|/
Office Web Apps (x64) - DVD (Russian),ed2k://|file|ru_web_apps_x64_dvd_517255.iso|212332544|7CF8ADDB4A57AE05892BD5394F5159C7|/
Office Web Apps 2010 (x64) - DVD (English),ed2k://|file|en_web_apps_2010_x64_dvd_515376.iso|210196480|BBAB367CFC9EBAF43B37CBBAAC50BE75|/
Office Server Language Pack 2010 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_server_language_pack_2010_x64_dvd_517564.iso|380999680|8215CACF8A2C00ED0FBF7E7D5362C083|/
Office Web Apps 2010 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_web_apps_2010_x64_dvd_515373.iso|299960320|37A985F3C514DE501C2EE971B4C7F9AD|/
Office Web Apps 2013 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_web_apps_2013_x64_dvd_1133682.iso|493172736|FFBB776E3747EBD3254E4DC2C2C92919|/
Office Web Apps Server 2010 (x64) - DVD (English),ed2k://|file|en_office_web_apps_x64_dvd_515376.iso|210196480|BBAB367CFC9EBAF43B37CBBAAC50BE75|/
Office Online Server (Last updated November 2017) (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_online_server_last_updated_november_2017_x64_dvd_100181918.iso|770267136|0660AFCFE1AC9A62E749194874643E98|/
Office Web Apps Server 2010 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_web_apps_x64_dvd_515373.iso|299960320|37A985F3C514DE501C2EE971B4C7F9AD|/
Office Web Apps Server 2013 with SP1 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_web_apps_server_2013_with_sp1_x64_dvd_3832995.iso|530315264|C33F5E985FB1B7CC74A28FAA4857458C|/
Office Online Server Language Pack (Last updated May 2016) (x64) - (Chinese-Simplified),ed2k://|file|cn_office_online_server_language_pack_may_2016_x64_8783021.exe|122025248|3E8073A25EE45E0C106E34FA86CB006B|/
Office Online Server (Last updated March 2017) (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_online_server_last_updated_march_2017_x64_dvd_10245068.iso|730759168|DA70F58CB8FFAF37C02302F2501CE635|/
Office Communications Server 2007 R2 Standard and Enterprise Editions (x64) - DVD (English),ed2k://|file|en_office_communications_server_2007_r2_standard_enterprise_editions_x64_dvd_302459.iso|948951040|82926AEE1BACE123E4151C20FFCCE4F2|/
Office Communications Server 2007 R2 Standard and Enterprise Editions (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_office_communications_server_2007_r2_standard_enterprise_editions_x64_dvd_328347.iso|947953664|1F3EB89AD7F619C3E7B40A653E971654|/
Microsoft R Server 9.0.1 for Windows (x64) - (English),ed2k://|file|en_r_server_901_for_windows_x64_9649035.zip|329711311|E2A028CCAE046298D87A0BB0A1F5D446|/
RRE for Windows (x64) - (English),ed2k://|file|en_rre_for_windows_x64_8183330.zip|688067662|28B4EB5F564907DEF403CE44B7E3A477|/
Microsoft R Client (x64) - (English),ed2k://|file|en_microsoft_r_client_x64_8839107.exe|10228208|3565ECC0FAD2C9761725FC1F293B987D|/
Microsoft Identity Manager 2016 with Service Pack 1 (x64) - DVD (English),ed2k://|file|en_microsoft_identity_manager_2016_with_service_pack_1_x64_dvd_9270854.iso|877328384|201AA0737C551161FACA68C6C7655159|/
Lync Server 2013 (x64) - DVD (English),ed2k://|file|en_lync_server_2013_x64_dvd_1043673.iso|1332621312|3F433EA824B0500A2BF6C389C51B6DB6|/
Lync Server 2013 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_lync_server_2013_x64_dvd_1045124.iso|1333297152|3A72D57B3201199133DF5DC372ED3D92|/
Office Groove Server 2010 (x64) - DVD (English),ed2k://|file|en_office_groove_server_2010_x64_dvd_x16-50311.iso|105265152|0FEA753F25C8AD23E66612B1F88132D8|/
Office Groove Server 2007 (x64) (English),ed2k://|file|en_office_groove_server_2007_x64_x12-30946.iso|153520128|44A8C4642F4A6E346DB662C84E06547E|/
Forefront Threat Management Gateway 2010 Standard (x64) - DVD (English),ed2k://|file|en_forefront_threat_management_gateway_2010_standard_x64_dvd_456230.iso|1249959936|C9D74A783F549A3D089A9C9337056958|/
Forefront Threat Management Gateway 2010 Standard (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_forefront_threat_management_gateway_2010_standard_x64_dvd_469348.iso|1319124992|6943A4E197BF3ABFE4685A84D325D8AD|/
Forefront Server Security Management Console (x86) - DVD (English),ed2k://|file|en_forefront_server_security_management_console_x86_dvd_x14-04633.iso|80891904|6B7935A17EEB8F0C36401407EA93259C|/
Forefront Security for SharePoint with SP3 (x64) - CD (Chinese-Simplified),ed2k://|file|cn_forefront_security_for_sharepoint_with_sp3_x64_cd_x15-68279.iso|42891264|BE2E4AE24115050D0DAC654B961F2D7B|/
"Forefront Protection 2010 for SharePoint (x64) - CD (Chinese-Traditional, Chinese-Simplified, English, French, German, Italian, Japanese, Korean, Portuguese-Brazil, Russian, and Spanish)",ed2k://|file|mu_forefront_protection_2010_for_sharepoint_x64_cd_518037.iso|241137664|85DDC0DD659AA93396EB73419143A487|/
Forefront Security for Exchange Server with SP2 (x64) - CD (Chinese-Simplified),ed2k://|file|cn_forefront_security_for_exchange_server_with_sp2_x64_cd_x15-68159.iso|42993664|7EB9E1A72237DBDDC9BE41F25C72257B|/
"Forefront Endpoint Protection 2010 (x86 and x64) - DVD (English, German, Japanese, French, Chinese-Simplified, Russian)",ed2k://|file|mu_forefront_endpoint_protection_2010_x86_x64_dvd_612261.iso|342941696|A5418211748A7EECCA6DB372DE28E6AB|/
Forefront Endpoint Protection 2010 (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_forefront_endpoint_protection_2010_x86_x64_dvd_612261.iso|78233600|F4C4F3E9197660DD76CFCEFCB33DA6F9|/
Forefront Identity Manager 2010 Language Packs (x86 and x64) - (Multiple Languages),ed2k://|file|mu_forefront_identity_manager_2010_language_pack_x86_x64_499372.exe|54498712|FDF2D2E3FD44ABB48AB5F18DA2236BC7|/
Forefront Client Security (x86 and x64) - CD (English),ed2k://|file|en_forefront_client_security_x86_x64_cd_x13-62435.iso|161001472|115CA6DF7A01D066DB5E4FABF544043A|/
Forefront Client Security (x86 and x64) - CD (Chinese-Simplified),ed2k://|file|zh-hans_forefront_client_security_x86_x64_cd_x13-66297.iso|93564928|4285AE475251F3B413F9D4E428B223F3|/
Forefront Identity Manager 2010 (x86 and x64) - (English),ed2k://|file|en_forefront_identity_manager_2010_x86_x64_498735.exe|131060096|C96F4460A2C5D4CC817E27FB9CB1165D|/
Exchange Server 2016 (x64) - DVD (Multiple Languages),ed2k://|file|mu_exchange_server_2016_x64_dvd_7047456.iso|1810948096|53E8C34083D3290A6A4AE8D82BA2C57F|/
Exchange Server 2013 with Service Pack 1 (x64) - (Multiple Languages),ed2k://|file|mu_exchange_server_2013_with_sp1_x64_dvd_4059293.iso|4817616896|ABD88C6E4ADF19A8A7935C2172D2FFE5|/
"Exchange Server 2010 Service Pack 1 (x64) - (Arabic, Chinese-Simplified, Chinese-Traditional, English, French, German, Hebrew, Italian, Japanese, Korean, Portuguese-Brazil, Russian, and Spanish)",ed2k://|file|mu_exchange_server_2010_sp1_x64.exe|547526952|3D7B713EF8AB49107BE72E86B007F841|/
"Exchange Server 2010 Service Pack 1, Unified Messaging Language Packs (x64) - (Korean)",ed2k://|file|umlanguagepack.ko-kr.exe|111365192|48943E443EC8A84659018F2EA089FB2D|/
"Exchange Server 2010 Service Pack 1, Unified Messaging Language Packs (x64) - (Japanese)",ed2k://|file|umlanguagepack.ja-jp.exe|107616104|AB45E4BB1534DE6FFF544D98BC999027|/
Exchange Server 2007 with Service Pack 1 Enterprise and Standard Editions (x64) - DVD (Chinese-Simplified),ed2k://|file|zh-hans_exchange_server_2007_with_service_pack_1_enterprise_and_standard_x64_dvd_x13-93827.iso|6053025792|F5FF45C4C7F6B3CD7E39036404DCEA54|/
"Exchange Server 2010 Service Pack 1, Unified Messaging Language Packs (x64) - (Chinese-Taiwan)",ed2k://|file|umlanguagepack.zh-tw.exe|122558360|8CA86E4CF854C4CA0B388E5AAA1CCAAE|/
"Exchange Server 2010 Service Pack 1, Unified Messaging Language Packs (x64) - (Chinese-Hong Kong SAR)",ed2k://|file|umlanguagepack.zh-hk.exe|116188376|C6F03F19A1ED1CCCE3BADC42CD1A0D8D|/
"Exchange Server 2010 Service Pack 1, Unified Messaging Language Packs (x64) - (English-United States)",ed2k://|file|umlanguagepack.en-us.exe|256182384|CC837412E312ABF029939F6B282E2DAE|/
"Exchange Server 2010 Service Pack 1, Unified Messaging Language Packs (x64) - (Chinese-Simplified)",ed2k://|file|umlanguagepack.zh-cn.exe|127943296|0603BB666444E2E9753866364790C529|/
"Exchange Server 2003, Standard Edition (English)",ed2k://|file|en_exch2003_standard.iso|391118848|55261E10167164339BE229D077C985E2|/
Microsoft Desktop Optimization Pack 2014 R2 (x86 and x64) - DVD (Multiple Languages),ed2k://|file|mu_microsoft_desktop_optimization_pack_2014_r2_x86_x64_dvd_6110480.iso|2286940160|6BA3CEE42D7FBF85A2F8C3250F4A6AC7|/
Microsoft Desktop Optimization Pack 2014 (x86 and x64) - DVD (English),ed2k://|file|en_microsoft_desktop_optimization_pack_2014_x86_x64_dvd_4130158.iso|1924548608|B7F8EDE9DFFBB7E5795B3F07ED4775A3|/
Microsoft Desktop Optimization Pack 2009 (x86 and x64) - DVD (Chinese-Traditional),ed2k://|file|ct_desktop_optimization_pack_2009_x86_x64_dvd_x15-44439.iso|788404224|AFC2C6449152A1AA2DEE73637C168DA5|/
Microsoft Desktop Optimization Pack for Software Assurance 2013 (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_microsoft_desktop_optimization_pack_for_software_assurance_2013_x86_x64_dvd_1992136.iso|1804632064|072F80B0EC2A21F87A353C30A7210953|/
Microsoft Desktop Optimization Pack 2015 (x86 and x64) - DVD (Multiple Languages),ed2k://|file|mu_microsoft_desktop_optimization_pack_2015_x86_x64_dvd_5975282.iso|3003398144|9CDF964D590C76D3C8E5B948A10F94F0|/
Microsoft Desktop Optimization Pack for Software Assurance 2013 (x86 and x64) - DVD (English),ed2k://|file|en_microsoft_desktop_optimization_pack_for_software_assurance_2013_x86_x64_dvd_1992110.iso|1804417024|A1072890AFF50AE9F36D89DCA85AFF8B|/
Microsoft Desktop Optimization Pack 2014 (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_microsoft_desktop_optimization_pack_2014_x86_x64_dvd_4130780.iso|1924722688|2BA6F93B7B0C2395AF1E18691459798D|/
Commerce Server 2009 R2 Standard (x64) - DVD (English),ed2k://|file|en_commerce_server_2009_r2_standard_x64_726155.iso|153993216|E38A9D09F6C2D5539F20D8D3F5C45D9E|/
BizTalk Server 2013 Standard Edition (x86 and x64) - DVD (English),ed2k://|file|en_biztalk_server_2013_standard_edition_x86_x64_dvd_1797912.iso|1045141504|98853AD9663B055810377C22231269F7|/
Host Integration Server 2010 Enterprise Edition (x86 and x64) - CD (English),ed2k://|file|en_host_integration_server_2010_enterprise_edition_x86_x64_cd_567513.iso|336152576|03D8A70CFB1B16716504BAE191F9E57A|/
BizTalk Server 2010 Standard Edition (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_biztalk_server_2010_standard_edition_x86_x64_dvd_567729.iso|1052696576|B7F6BC9B0D93FC8A5A983846CC82F57E|/
BizTalk Server 2013 Standard Edition (x86 and x64) - DVD (Chinese-Simplified),ed2k://|file|cn_biztalk_server_2013_standard_edition_x86_x64_dvd_1818860.iso|1116360704|04ED3A33104196BA9605F5694893D6DE|/
Application Virtualization 4.5 for Terminal Services Cumulative Update 1 (x86) - CD (Multiple Languages - See Details),ed2k://|file|cn_ct_nl_en_fr_de_it_ja_ko_pt_pp_es_application_virtualization_4.5_for_ts_cumulative_update_1_x86_cd_x15-51720.iso|134785024|8B2121578AB23B22D22840E1F9A972D7|/
Application Virtualization Hosting for Desktops 5.0 Service Pack 3 (x86 and x64) - CD (Multiple Languages),ed2k://|file|mu_application_virtualization_hosting_for_desktops_5.0_service_pack_3_x86_x64_cd_6005757.iso|115607552|577594B759CB0D5493BADD31D77DB6AA|/
